Address,Latitude,Longitude,APC,LP,PDP,NNPP
"AFOR AGBALA SQUARE IV (OPEN SPACE BESIDE OLD EZI AWKA HEALTH CENTRE), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,21,0,0
"EZI OMEM SQUARE III, AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,60,0,0
"EZI EFIFIE SQUARE III (OPEN SPACE BESIDE UMUKWA HALL), AWKA SOUTH, ANAMBRA",6.2074604,7.0711723,0,40,0,0
"EZI EFIFIE SQUARE IV (OPEN SPACE BESIDE UMUKWA HALL), AWKA SOUTH, ANAMBRA",6.2074604,7.0711723,0,26,0,0
"EBE ITUKWU SQUARE (OPEN SPACE BESIDE EGWUONWU STREET), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,40,0,0
"EBE ITUKWU SQUARE (OPEN SPACE BESIDE EGWUONWU STREET), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,3,25,21,0
"CENTRAL SCHOOL III MBAUKWU, AWKA SOUTH, ANAMBRA",6.1401708,7.072556,0,51,1,0
"CENTRAL SCHOOL III MBAUKWU, AWKA SOUTH, ANAMBRA",6.1401708,7.072556,0,40,1,0
"UMUENECHI VILLAGE HALL (OPEN SPACE BESIDE UMUENECHI HALL), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,1,165,1,0
"MATERNITY PREMISES III, AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,106,0,0
"UMUEZUDU VILLAGE HALL NIBO (OPEN SPACE BESIDE UMUEZUDU VILLAGE HALL), AWKA SOUTH, ANAMBRA",6.1721828,7.063289,2,82,1,0
"EZI EKWUNIFE SQUARE (OPEN SPACE BESIDE EZI EKWUNIFE HALL), AWKA SOUTH, ANAMBRA",6.2181992,7.0531234,0,40,0,0
"EZI EKWUNIFE SQUARE (OPEN SPACE BESIDE EZI EKWUNIFE HALL), AWKA SOUTH, ANAMBRA",6.2181992,7.0531234,0,81,0,0
"IFITEDUNU CIVIC CENTRE I, DUNUKOFIA, ANAMBRA",6.197079,6.9490575,1,40,0,1
"IFITEDUNU CIVIC CENTRE II, DUNUKOFIA, ANAMBRA",6.197079,6.9490575,1,29,1,0
"OPEN SPACE AT OBIAGU AKWA, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,11,0,0
"MADONA PRY/ SEC SCH, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,37,0,0
"MADONA PRY/ SEC SCH, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,20,5,0
"UMUANUGO CIVIC CENTRE, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,4,2,5,0
"ORANTO VILAGE HALL, DUNUKOFIA, ANAMBRA",6.1938866,6.972799,0,120,7,1
"IRUAZOM VILLAGE HALL, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,0,0,0
"OBINWANNE HALL III, DUNUKOFIA, ANAMBRA",6.2735916,6.9719184,0,30,0,0
"MIGRANT FARMERS SCHOO,L UKWULU, DUNUKOFIA, ANAMBRA",6.2735916,6.9719184,0,87,0,0
"IRU EZEAGU HALL, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,102,1,2
"ILOUGWU VILLAGE HALL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,24,2,0
"ILOUGWU VILLAGE HALL I, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,5,0,0
"UMUAJANA VILLAGE HALL, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,0,12,0,0
"EGBUNIKE YOUTH CENTRE, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,1,22,0,1
"EJEMILI TOWN HALL, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,2,53,2,0
"CENTRAL SCH III, DUNUKOFIA, ANAMBRA",6.2009693,6.9786326,5,87,0,0
"UMUESHI VILL. HALL, EKWUSIGO, ANAMBRA",5.9564541,6.854074,0,32,0,0
"URUORJI COMMUNITY HALL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,2,116,0,0
"PRIMARY HEALTH CENTRE EZIOWELLE, IDEMILI NORTH, ANAMBRA",6.1460582,6.835383,2,114,2,0
"ILO EZINIMO UMUAGU COMMUNITY CENTRE (OPEN SPACE), IDEMILI NORTH, ANAMBRA",6.0592194,6.9445269,5,163,4,4
"ILO OFE-EGBO ODIDA COMMUNITY CENTRE (OPEN SPACE), IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,139,3,4
"ROYAL FAMILY N/P SCHOOL ODUME, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,112,0,0
"URBAN SECRETARIATE AWADA, IDEMILI NORTH, ANAMBRA",6.1254406,6.8083063,1,58,0,0
"ISUNJABA HALL, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,169,2,0
"ISUOCHI HALL BY NO. 1 ANTHONY CLOSE, AWADA, IDEMILI NORTH, ANAMBRA",6.1254406,6.8083063,0,45,0,0
"NWOBODO IRE SQUARE (OPEN SPACE), IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,60,1,0
"OPEN SPACE AT EUROPEAN QUARTERS (OGBE NSU), IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,1,19,0,0
"OPEN SPACE AT EUROPEAN QUARTERS (OGBE NSU), IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,3,0,0
"UGWUENE SQUARE UGAMUMA (OPEN SPACE), IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,22,0,0
"ILO OFU SQUARE, IRE (OPEN SPACE), IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,3,43,1,0
"ST. SILAS SEC. SCHOOL BLOCK ENEKWASUMPU, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,183,0,0
"ST. SILAS SEC. SCHOOL BLOCK ENEKWASUMPU, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,3,0,0
"UMUNWESHI HALL (ANWUSI SQUARE) UGAMUMA, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,11,0,0
"UMUNWESHI HALL (ANWUSI SQUARE) UGAMUMA, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,13,0,1
"OPEN SPACE BESIDE STOCK FISH INT'L MARKET GATE AWADA, IDEMILI NORTH, ANAMBRA",6.1254406,6.8083063,0,1,0,0
"OPEN SPACE BESIDE JOHNBOSCO INSTITUTE OF TECHNOLOGY GATE, IDEMILI NORTH, ANAMBRA",6.1047255,6.80397,0,58,0,0
"ODARABA VILLAGE SQUARE, UMUOTA (OPEN SPACE), IDEMILI NORTH, ANAMBRA",6.1086666,6.8192161,0,0,0,0
"UNION SECONDARY SCHOOL UGAMUMA, IDEMILI NORTH, ANAMBRA",6.1470733,6.8334151,0,9,0,0
"UNION SECONDARY SCHOOL UGAMUMA, IDEMILI NORTH, ANAMBRA",6.1470733,6.8334151,1,53,0,0
"ASCENSION SECONDARY SCHOOL, ODUME, IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,44,1,0
"INFRONT OF NO. 1 ODUNUKWE STREET BY ADRIKA ROAD, ODUME (OPEN SPACE), IDEMILI NORTH, ANAMBRA",6.1236562,6.9477532,0,13,0,0
"AMAZING GRACE SEC. SCHOOL ODUME, IDEMILI NORTH, ANAMBRA",6.1422772,6.8257324,0,28,0,0
"SECURITY OFFICE NDIAGU, IKENGA, IDEMILI NORTH, ANAMBRA",6.1603361,6.8605641,2,73,0,0
"OPEN SPACE AT NO 22 PHILIP UNACHUKWU AVENUE, NKWELLE, IDEMILI NORTH, ANAMBRA",6.2093598,6.84046,0,190,1,1
"URU OGIDI TOWN HALL, IDEMILI NORTH, ANAMBRA",6.1404386,6.9014673,0,80,0,1
"SOCIAL AGRIC CENTRE HALL UMUOJI, IDEMILI NORTH, ANAMBRA",6.1388139,6.8954258,1,49,0,0
"ST JOHN SECONDARY SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.0546466,6.8113855,2,94,0,0
"ST JOHN SECONDARY SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.0546466,6.8113855,1,20,0,0
"OPEN SPACE AT OYE MARKET, IDEMILI-SOUTH, ANAMBRA",6.1012505,6.9324524,0,31,0,0
"OPEN SPACE AT NKWO MARKET SQUARE I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,14,1,0
"OPEN SPACE AT NKWO MARKET SQUARE II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,5,0,0
"AKWUKWU WOMEN HALL, IDEMILI-SOUTH, ANAMBRA",6.3564863,6.5903514,0,14,0,0
"UMUEZEANYA HALL, IDEMILI-SOUTH, ANAMBRA",6.0434934,6.9513728,0,20,0,1
"UMURU CIVIC CENTRE II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,19,0,0
"UMUEZEANOCHIE HALL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,2,16,0,0
"UMUONA CIVIC CENTRE, IDEMILI-SOUTH, ANAMBRA",6.0454919,6.9435776,0,76,0,0
"UMUONA CIVIC CENTRE, IDEMILI-SOUTH, ANAMBRA",6.0454919,6.9435776,0,7,0,0
"UMUONA CIVIC CENTRE, IDEMILI-SOUTH, ANAMBRA",6.0454919,6.9435776,2,71,6,2
"UMUEZEMA HALL, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,19,2,1
"BOYS SECONDARY SCHOOL OJOTO, IDEMILI-SOUTH, ANAMBRA",6.0641892,6.8645856,2,68,1,0
"CENTRAL SCHOOL I OJOTO-UNO, IDEMILI-SOUTH, ANAMBRA",6.0641892,6.8645856,1,11,0,0
"CENTRAL SCHOOL II OJOTO UNO, IDEMILI-SOUTH, ANAMBRA",6.0641892,6.8645856,0,2,1,0
"COMMUNITY PRIMARY SCHOOL I, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,25,0,0
"COMMUNITY PRIMARY SCHOOL II, IDEMILI-SOUTH, ANAMBRA",6.07731,6.8672668,0,19,0,0
"ABBOT BOYS SEC SCH, IHALA, ANAMBRA",5.8364943,6.857412,0,2,0,0
"UMUADOBIHE COMM HALL, IHALA, ANAMBRA",5.8516439,6.8511814,0,71,0,0
"OUR LADY OF LOURDES II, IHALA, ANAMBRA",5.8516439,6.8511814,0,29,0,0
"OBODOAWA PRY SCHOOL, IHALA, ANAMBRA",5.8516439,6.8511814,0,10,0,0
"MBARAKPAKA COMM SCH III, IHALA, ANAMBRA",5.8606927,6.8496031,0,12,0,0
"HOLY GHOST JUNIORATE III, IHALA, ANAMBRA",5.8640993,6.8587974,0,5,0,0
"EZEANI COMM. SCH III, IHALA, ANAMBRA",5.8569069,6.7955832,0,12,0,0
"UMUNNAMEHI COMM. SCH. III, IHALA, ANAMBRA",5.8516439,6.8511814,0,16,0,0
"UMUJIMOKE COMM HALL, IHALA, ANAMBRA",5.8516439,6.8511814,0,8,0,0
"ST. JUDE SEC SCH III, IHALA, ANAMBRA",5.8569069,6.7955832,0,6,0,0
"UMUOKPOROM COMM HALL UBAHU OKIJA, IHALA, ANAMBRA",5.8993699,6.8354349,0,30,1,0
"OGBENABU CENTRAL SCHOOL OKIJA, IHALA, ANAMBRA",5.8993699,6.8354349,0,0,0,0
"UMUAPANI/UMUEZEDAM VILL HALL, IHALA, ANAMBRA",5.9163378,6.8441462,0,19,0,0
"UBAHU COMMUNITY SCHOOL II, IHALA, ANAMBRA",5.9225158,6.8692526,1,13,0,0
"OGHALEGBU P/S III(HEAD MASTER OFFICE), IHALA, ANAMBRA",5.9150652,6.8247203,0,10,0,0
"OGHALEGBU P/S IV (BESIDE H/M OFFICE), IHALA, ANAMBRA",5.9150652,6.8247203,0,28,0,0
"UMUZU MAINLAND II, IHALA, ANAMBRA",5.8516439,6.8511814,0,15,0,0
"UBAHUMONUM P/S III, IHALA, ANAMBRA",5.8970651,6.8385044,0,35,0,0
"IHITE CENTRAL SCHOOL II, IHALA, ANAMBRA",5.8317767,6.8216159,0,3,0,0
"UMUEBUKE COMMUNITY HALL, IHALA, ANAMBRA",5.8516439,6.8511814,0,36,0,0
"UKWUOFOR COMM HALL UMUCHIMA, IHALA, ANAMBRA",5.8516439,6.8511814,0,14,0,0
"UNITY P/S NDIAKABA, IHALA, ANAMBRA",5.8569069,6.7955832,0,5,0,0
"UMUANUBUNWA COMM HALL, IHALA, ANAMBRA",5.8516439,6.8511814,0,9,0,0
"ABBOT GIRLS SECONDARY SCHOOL III ASSEMBLY GROUND, IHALA, ANAMBRA",5.8720625,6.8616719,0,18,0,0
"UZOAKWA COMM SCHOOL III, IHALA, ANAMBRA",5.8852705,6.8678636,0,18,0,0
"UZOAKWA COMMUNITY SCH. IV, IHALA, ANAMBRA",5.8852705,6.8678636,1,58,0,0
"ODOATA CENTRAL SCHOOL III, IHALA, ANAMBRA",5.8516439,6.8511814,0,0,0,0
"AMORJI HALL, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,32,1,1
"URUAJAGU SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,15,0,1
"URUMPI COMMUNITY HALL, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,19,1,0
"EZI-EZEJIEGWU SQUARE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,10,0,0
"EZI-OBODOILI SQAURE II, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,42,0,0
"ONYEANUSI HALL, NJIKOKA, ANAMBRA",6.178444,6.9880335,1,11,0,0
"UMUALOCHA SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,9,0,0
"OBIAJEGBO HALL, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,12,0,0
"URUZU HALL, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,9,1,0
"OBINAGU/NDIAGU SQUARE, NJIKOKA, ANAMBRA",6.2221156,7.0045882,0,12,0,0
"EZI-NKWO SQUARE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,6,0,0
"EZI-NKWO SQUARE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,40,2,0
"AMORJI SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,45,0,0
"EZI-NWUFO VILLAGE SQUARE, NJIKOKA, ANAMBRA",6.178444,6.9880335,1,43,1,1
"ARINZE P/S NEW BUILDING, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,2,0,0
"EBE ENUAGU HALL II, NJIKOKA, ANAMBRA",6.1945167,7.0182598,0,62,1,0
"OBEAGU ENUAGU SQUARE, NJIKOKA, ANAMBRA",6.2262002,7.0716075,0,0,0,0
"SIR HERBERT NKWOCHA P/S, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,15,0,0
"EBE-UKWA, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,83,1,0
"EBE-NGENE URU-EKWO SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,2,0,0
"UMUEGWELUKA HALL, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,42,0,0
"EBE-EZI ALOR SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,3,0,0
"EBE-EZI ALOR SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,1,4,0,0
"EZIBE-ENWELU SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,12,0,0
"OBEAGU EZI NWOBODO SQAURE, NJIKOKA, ANAMBRA",6.178444,6.9880335,0,45,0,0
"MBANAKWU HEALTH CENTRE, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,29,0,0
"OBI NNEWICHI I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,1,202,0,1
"OBI NNEWICHI IV, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,49,0,0
"OBI DIMNANA HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"OBI DIMNANA HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,9,0,0
"OBI EZUZEE OBIA HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,1,0,0
"OBI UMUICHIE HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,2,0,0
"OBIOFIA COMM. SCHOOL III, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,41,0,0
"OBIOFIA CENTRAL SCHOOL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,36,0,0
"OBI EZEONUMAEKWU HALL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,11,0,0
"OBI EZEONUMAEKWU HALL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,6,0,0
"EZELICHI HALL III, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,18,0,0
"OKPUNO HEALTH CENTRE, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,87,0,0
"OBI OFOKALLE SQUARE II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,1,6,0,0
"OBI OFOKALLE SQUARE III, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,2,0,0
"OBI UMUETI HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"OBI MBU HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"ODIDA C/S III, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,83,0,0
"OBI ABUBO HALL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,83,0,0
"ABUBO HEALTH CENTER I, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,42,1,0
"ABUBO HEALTH CENTER II, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,31,0,0
"OKWUANI CENTRAL SCHOOL III, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,46,0,0
"OKWUANI CENTRAL SCHOOL IV, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"UMUANUKA HALL II, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,33,0,0
"UMUANUKA WOMEN HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,23,2,0
"AKWUNWEKEDIGBO COMMUNITY SCHOOL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,57,0,0
"OBI UMUEZEAHAGWO HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,1,0,0
"AKWUDO CENTRAL SCHOOL I, NNEWI NORTH, ANAMBRA",6.0049297,6.9303653,0,44,1,0
"AKWUDO CENTRAL SCHOOL II, NNEWI NORTH, ANAMBRA",6.0049297,6.9303653,0,11,0,0
"OKOFIA COMMUNITY HALL, NNEWI NORTH, ANAMBRA",5.969264,6.9436185,0,25,0,0
"OKOFIA COMMUNITY HALL, NNEWI NORTH, ANAMBRA",5.969264,6.9436185,0,5,0,0
"OKOFIA COMMUNITY HALL, NNEWI NORTH, ANAMBRA",5.969264,6.9436185,0,23,0,0
"EZEKWUABOR HALL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,16,0,0
"EZEKWUABOR HEALTH CENTER, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,13,0,0
"UMUENEM HEALTH CENTER I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"UMUENEM HEALTH CENTER II, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,9,0,0
"OBI DOGONU HALL I, NNEWI NORTH, ANAMBRA",6.0195429,6.9286566,0,14,0,1
"OBI NSOFOR HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,6,0,0
"OBI UMUENEM EGBU HALL II, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,4,0,0
"OBI OKANUMEE HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,6,0,0
"OBI UMUEZEOKALUM, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,53,0,0
"OBI UMUDIM HALL III, NNEWI NORTH, ANAMBRA",5.9873666,6.9023267,0,10,0,0
"INYABA CENTRAL SCHOOL III, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,7,0,0
"INYABA CENTRAL SCHOOL IV, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,6,0,0
"TOWNSHIP PRIMARY SCHOOL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,9,2,0
"TOWNSHIP PRIMARY SCHOOL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,20,0,0
"OBI ODOGWU HALL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,1,0,0
"OKONGWU MEMORIAL GRAMMAR SCHOOL I, NNEWI NORTH, ANAMBRA",5.9876242,6.9138316,0,29,0,0
"OKONGWU MEMORIAL GRAMMAR SCHOOL II, NNEWI NORTH, ANAMBRA",5.9876242,6.9138316,0,6,0,1
"OKONGWU MEMORIAL GRAMMAR SCHOOL III, NNEWI NORTH, ANAMBRA",5.9876242,6.9138316,0,11,0,0
"INYABA COMMUNITY SCHOOL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,14,0,0
"UGHAJI COMMUNITY HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,60,3,0
"EME COURT IV, NNEWI NORTH, ANAMBRA",6.0002305,6.8872154,0,15,0,0
"OBI UMUELE, NNEWI NORTH, ANAMBRA",5.998364,6.910917,0,32,0,0
"EZEMBA HALL III, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,79,3,0
"EZEMBA HALL IV, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,36,2,0
"EZEMBA HALL IV, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,20,0,0
"EZEMBA HALL VI, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,7,1,0
"OBI UMUDINKWA HALL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,20,0,0
"OBI UMUDINKWA HALL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,13,0,0
"OBI UMUNKWAKANWA, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"OBI UMUHU HALL, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"OBI AKAMILI, NNEWI NORTH, ANAMBRA",5.9980883,6.8940846,0,15,0,0
"OBIUNO HEALTH CENTRE, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,31,0,1
"OBI EBELEOGO, NNEWI NORTH, ANAMBRA",6.0104671,6.9103433,0,16,0,0
"ORIE URU CENTRAL SCHOOL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,40,2,0
"ORIE URU CENTRAL SCHOOL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,38,0,0
"OPEN SPACE AT EKWULU LAYOUT, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,193,11,0
"OBI ONWUAGBAIZU HALL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,1,39,0,0
"OBI ONWUAGBAIZU HALL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,1,79,0,1
"OBI CHUKWUELOKA I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,5,0,0
"OBI CHUKWUELOKA II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,4,0,0
"OBI CHUKWUELOKA II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,16,0,0
"OBI IKEGWUONU II, NNEWI NORTH, ANAMBRA",6.0311062,6.9058067,0,14,0,0
"OBI OKONKWO OGUEJIOFOR, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,0,0,0
"AKWUANOZIE COMMUNITY HALL I, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,11,0,0
"AKWUANOZIE COMMUNITY HALL II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,2,0,0
"AKWUANOZIE HEALTH CENTRE II, NNEWI NORTH, ANAMBRA",6.0268977,6.9021321,0,1,0,0
"AKWUEGBO C/S V, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,16,0,0
"NDIEZENWANKWO HEALTH CENTRE I, NNEWI NORTH, ANAMBRA",6.0426,6.9042,0,23,1,0
"NDIEZENWANKWO HEALTH CENTRE II, NNEWI NORTH, ANAMBRA",6.0426,6.9042,0,27,0,0
"OPEN SPACE AT UMUMEAGBU NWAFIA MARKET, NNEWI NORTH, ANAMBRA",6.1880561,7.0220429,0,8,0,0
"OBI UMUMEAGBU II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,3,0,0
"OBI OKENWA EZEAGUDIBIA, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,1,1,0
"OBI EZESIOMA II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,0,0,0
"OBI EZESIOMA II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,2,2,0
"ISU CIVIC CENTRE II, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,8,0,0
"OBI AKABOUKWU, NNEWI NORTH, ANAMBRA",6.0292315,6.8866192,0,29,0,0
"OBI OKPUNO UZODIKE, NNEWI NORTH, ANAMBRA",6.0271064,6.9132946,0,13,0,0
"OBI NWAGBARA SQUARE, NNEWI NORTH, ANAMBRA",6.0136533,6.9101806,0,13,0,0
"IGBO UKWU TOWN HALL, NNEWI NORTH, ANAMBRA",6.0105192,6.9103455,0,27,0,0
"COMMUNITY SECONDARY SCHOOL I, ATANI, OGBARU, ANAMBRA",6.0288083,6.751587,1,83,1,0
"COMMUNITY SECONDARY SCHOOL II, ATANI, OGBARU, ANAMBRA",6.0288083,6.751587,1,41,0,0
"URBAN SCHOOL V ATANI, OGBARU, ANAMBRA",6.0130639,6.7467229,4,63,5,0
"STAFF QUARTERS ATANI, OGBARU, ANAMBRA",6.0130639,6.7467229,0,45,3,0
"CENTRAL SCHOOL ODEKPE III, OGBARU, ANAMBRA",6.0467008,6.7380257,1,50,1,0
"CENTRAL SCHOOL ODEKPE IV, OGBARU, ANAMBRA",6.0467008,6.7380257,0,30,0,0
"CENTRAL SCHOOL ODEKPE IV, OGBARU, ANAMBRA",6.0467008,6.7380257,0,29,1,0
"OKOTI MARKET SQUARE I, OGBARU, ANAMBRA",6.0719434,6.7439815,0,113,0,1
"CPS IYIOWA II, OGBARU, ANAMBRA",6.0576074,6.7601057,4,140,2,0
"CPS IYIOWA III, OGBARU, ANAMBRA",6.0576074,6.7601057,0,92,0,0
"COMMUNITY SECONDARY SCHOOL ODEKPE I, OGBARU, ANAMBRA",6.0655406,6.7431246,85,1,1,1
"COMMUNITY SECONDARY SCHOOL ODEKPE II, OGBARU, ANAMBRA",6.0655406,6.7431246,0,11,0,0
"T. JUNCTION BY IBEKWE STREET, IYIOWA, OGBARU, ANAMBRA",6.1096348,6.7660064,0,141,0,0
"OPEN SPACE BY ARIDON STREET JUNCTION SCHOOL ROAD., OGBARU, ANAMBRA",6.1076919,6.7641548,0,64,2,0
"OPEN SPACE BY DEEPER LIFE JUNCTION,ACHA STREET, IYIOWA., OGBARU, ANAMBRA",6.110039,6.7686861,0,39,0,0
"PRIMARY HEALTH CENTER, OHITA, OGBARU, ANAMBRA",5.9213455,6.7279918,0,62,1,0
"OGBUKWU VILLAGE SQUARE III, OGBARU, ANAMBRA",5.9213455,6.7279918,0,14,0,0
"ENYINWA STREET BY TRANSFORMER,IYIOWA, OGBARU, ANAMBRA",6.0576074,6.7601057,0,67,1,1
"OGBAKUBA HIGH SCHOOL., OGBARU, ANAMBRA",5.9603573,6.7317103,1,17,0,0
