Address,Latitude,Longitude,APC,LP,PDP,NNPP
"IRUIKE VILLAGE HALL, OYI, ANAMBRA",6.2680774,6.9205499,0,172,10,1
"UMUOKWEANYA HALL, OYI, ANAMBRA",6.268184,6.9197774,0,142,11,0
"AMA UMU ANIGBO SQUARE, OYI, ANAMBRA",6.2208997,6.9369559,1,86,4,0
"IRUOYIM VILLAGE SQUARE, OYI, ANAMBRA",6.2208997,6.9369559,1,148,5,0
"UMUNEBO P/S I, OYI, ANAMBRA",6.2208997,6.9369559,99,0,3,1
"UMUNEBO P/S II, OYI, ANAMBRA",6.2208997,6.9369559,2,109,11,1
"AMUPA VILLAGE HALL, OYI, ANAMBRA",6.2679494,6.924305,2,139,14,1
"GIRLS' SECONDARY SCHOOL, OYI, ANAMBRA",6.2623824,6.9288325,1,176,4,0
"EGBEGWU P/S I, OYI, ANAMBRA",6.2632996,6.9239616,0,177,0,0
"EGBEGWU P/S II, OYI, ANAMBRA",6.2632996,6.9239616,0,134,10,0
"AMA MGBAGO IKENGA, OYI, ANAMBRA",6.2710208,6.9217515,1,163,4,0
"IKENGA P/S, OYI, ANAMBRA",6.1603361,6.8605641,0,139,13,0
"ACHALLA UNO P/S, OYI, ANAMBRA",6.2535519,6.932137,0,213,5,0
"STATE P/S, OYI, ANAMBRA",6.2208997,6.9369559,1,243,12,2
"ACHALA AGU P/S, OYI, ANAMBRA",6.2208997,6.9369559,0,169,8,0
"IRUAMA VILLAGE HALL, OYI, ANAMBRA",6.2503307,6.9303271,2,124,3,0
"ODOBO VILLAGE HALL, OYI, ANAMBRA",6.2208997,6.9369559,7,168,6,0
"UMUDUNU VILLAGE HALL, OYI, ANAMBRA",6.2208997,6.9369559,0,174,6,0
"AMA UMUNAKWA HALL, OYI, ANAMBRA",6.2572735,6.9259241,3,108,10,0
"AMA OKPO ORUKABIA SQUARE, OYI, ANAMBRA",6.2537012,6.9227386,0,89,9,0
"UMUEJIOFOR VILLAGE HALL, OYI, ANAMBRA",6.2542344,6.9166231,0,119,46,2
"AMA AKAEZI, OYI, ANAMBRA",6.2208997,6.9369559,10,118,32,0
"AMA UMUEZEADI, OYI, ANAMBRA",6.2529832,6.9197879,1,151,6,0
"IRUATU AMANSEA, OYI, ANAMBRA",6.2536585,6.9174814,6,112,40,0
"AMA AKPAKWU, OYI, ANAMBRA",6.2208997,6.9369559,6,70,43,4
"AKAMANATO HALL, OYI, ANAMBRA",6.2571566,6.9171059,1,85,8,1
"OYOLU OZE P/S I, OYI, ANAMBRA",6.1890617,6.8056004,0,420,1,0
"OYOLU OZE P/S II, OYI, ANAMBRA",6.1890617,6.8056004,0,265,0,1
"AMEYI SQUARE, OYI, ANAMBRA",6.2056189,6.8501995,0,238,6,0
"UMUOBODO SQUARE I, OYI, ANAMBRA",6.2208997,6.9369559,1,173,2,0
"UMUOBODO SQUARE II, OYI, ANAMBRA",6.2208997,6.9369559,6,178,0,0
"GIRLS' SECONDARY SCHOOL, OYI, ANAMBRA",6.2623824,6.9288325,2,28,0,0
"URUEBO VILLAGE SQUARE, OYI, ANAMBRA",6.2208997,6.9369559,0,186,0,0
"OZE P/S, OYI, ANAMBRA",6.2208997,6.9369559,0,155,0,0
"TOWN HALL I, OYI, ANAMBRA",6.2208997,6.9369559,4,318,0,3
"TOWN HALL II, OYI, ANAMBRA",6.2208997,6.9369559,1,242,0,0
"EZUNAKA P/S I, OYI, ANAMBRA",6.2093598,6.84046,0,216,0,0
"EZUNAKA P/S II, OYI, ANAMBRA",6.2093598,6.84046,1,75,0,1
"OGBUNDO P/S I, OYI, ANAMBRA",6.2105275,6.8558121,2,203,0,1
"OGBUNDO P/S II, OYI, ANAMBRA",6.2105275,6.8558121,0,175,0,3
"NKWELLE FARM SETTLEMENT I, OYI, ANAMBRA",6.1864621,6.8570781,0,98,0,0
"NKWELLE FARM SETTLEMENT II, OYI, ANAMBRA",6.1864621,6.8570781,0,113,0,0
"EKE OLISE CENTRAL SCHOOL, OYI, ANAMBRA",6.2208997,6.9369559,22,211,3,0
"BOYS' HIGH SCHOOL, OYI, ANAMBRA",6.2208997,6.9369559,21,130,0,0
"ILO NDI AGU IFITE, OYI, ANAMBRA",6.1840255,7.1137311,1,148,1,0
"ILO OBIAGU UMUERI, OYI, ANAMBRA",6.295018,6.8987789,3,40,0,2
"ILO ADAGBE IFITE, OYI, ANAMBRA",6.2544954,6.9237971,4,121,1,0
"OKOLOMESIKE P/S, OYI, ANAMBRA",6.170972,6.8978568,7,298,0,0
"ILO UMUEZEANI, OYI, ANAMBRA",6.1627129,6.8926388,6,186,7,0
"ILO UMUDIBIA UMUERI, OYI, ANAMBRA",6.1679932,6.9005603,2,169,3,0
"POST OFFICE, OYI, ANAMBRA",6.2208997,6.9369559,4,167,2,1
"UMUOGENE, UMUERI, OYI, ANAMBRA",6.295018,6.8987789,1,178,1,0
"ILO UFUKU SQUARE, OYI, ANAMBRA",6.2208997,6.9369559,5,181,2,1
"ILO ITIMA SQUARE, OYI, ANAMBRA",6.2208997,6.9369559,13,133,1,2
"NKWO CENTRAL SCHOOL, OYI, ANAMBRA",6.2208997,6.9369559,1,161,4,0
"NDI AGU OSILE SQUARE, OYI, ANAMBRA",6.1840255,7.1137311,2,195,0,2
"MECHANIC VILLAGE, OYI, ANAMBRA",6.2208997,6.9369559,1,138,0,0
"OGBAMGBA CENTRAL SCHOOL, OYI, ANAMBRA",6.2208997,6.9369559,3,310,4,0
"ILO AKPAKA SQUARE, OYI, ANAMBRA",6.2208997,6.9369559,9,260,2,0
"COMM. P/S, OYI, ANAMBRA",6.2934581,6.865471,1,134,4,0
"ILO OYE OSILE SQUARE, OYI, ANAMBRA",6.1758028,6.8824971,7,50,1,0
"ILO UMUEZEKWE SQUARE, OYI, ANAMBRA",6.2208997,6.9369559,2,58,0,0
"PROGRESS P/S I, OYI, ANAMBRA",6.2208997,6.9369559,0,157,5,1
"CENTRAL SCHOOL, OYI, ANAMBRA",6.2208997,6.9369559,0,247,1,1
"ILO AGU AKPU, UMUNYA (OPEN SPACE), OYI, ANAMBRA",6.2194163,6.9038088,0,245,6,1
"AMA OBINETITI VILLAGE SQUARE, OYI, ANAMBRA",6.2192317,6.9037459,0,110,0,0
"AGUOCHA P/S, OYI, ANAMBRA",6.2208997,6.9369559,0,157,0,1
"ILO OBA VILLAGE SQUARE II, OYI, ANAMBRA",6.2068264,6.9177416,6,174,0,0
"ODUMODU VILLAGE SQUARE I, OYI, ANAMBRA",6.2208997,6.9369559,3,196,0,0
"ODUMODU P/S, OYI, ANAMBRA",6.2208997,6.9369559,0,208,0,0
"CENTRAL SCHOOL, OYI, ANAMBRA",6.2208997,6.9369559,4,120,0,4
"AKANANO P/S I, OYI, ANAMBRA",6.1993215,6.9182937,0,122,0,0
"AKANANO P/S II, OYI, ANAMBRA",6.1993215,6.9182937,1,149,3,0
"COMM. SECONDARY SCHOOL, OYI, ANAMBRA",6.2208997,6.9369559,1,130,1,0
"ISIOYE VILLAGE SQUARE, OYI, ANAMBRA",6.2028934,6.918152,0,160,0,0
"OKPU VILLAGE SQUARE I, OYI, ANAMBRA",6.0828207,7.052533,0,0,0,0
"OKPU VILLAGE SQUARE II, OYI, ANAMBRA",6.1981193,6.8940846,0,16,1,0
"AMAEZIKE VILLAGE SQUARE, OYI, ANAMBRA",6.1944591,6.8944198,2,156,10,0
"UMUEBO VILLAGE SQUARE I, OYI, ANAMBRA",6.2025569,6.9163329,0,132,1,0
"UMUEBO VILLAGE SQUARE II, OYI, ANAMBRA",6.1981193,6.8940846,0,80,0,0
"EZIAGU VILLAGE HALL, AGUATA, ANAMBRA",5.996513,7.2394131,0,17,1,0
"COMMUNITY SECONDARY SCHOOL OZALLA, AGUATA, ANAMBRA",6.0019303,7.1069537,0,3,0,0
"FIRST HILL SECONDARY SCHOOL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,19,0,0
"UMUCHIANA VILLAGE HALL, AGUATA, ANAMBRA",6.0270569,7.0891358,0,102,0,0
"CENTRAL SCHOOL BLOCK B, AGUATA, ANAMBRA",6.0085842,7.1009488,0,22,1,0
"COURT PREMISES (LGA), AGUATA, ANAMBRA",6.0085842,7.1009488,0,7,0,0
"COURT PREMISES (LGA), AGUATA, ANAMBRA",6.0085842,7.1009488,2,42,1,11
"OMEKE UMUCHI HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,78,0,2
"AMAUDO UMUOWELLE II, AGUATA, ANAMBRA",6.0085842,7.1009488,0,17,0,0
"EKWULOBIA URBAN MASS TRANSIT PARK (OPEN SPACE), AGUATA, ANAMBRA",6.0494981,7.1077694,0,115,0,0
"UMUEZEHANOYI HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,3,0,0
"MR BIGG'S EATERY (OPEN SPACE), AGUATA, ANAMBRA",6.0085842,7.1009488,0,12,0,0
"OKPO VILLAGE HALL I, AGUATA, ANAMBRA",6.0085842,7.1009488,1,59,0,0
"OKPO VILLAGE HALL III, AGUATA, ANAMBRA",6.0085842,7.1009488,2,65,1,0
"OKPO VILLAGE HALL II, AGUATA, ANAMBRA",6.0085842,7.1009488,0,31,0,1
"PARAGON PHARMACY II (OPEN SPACE), AGUATA, ANAMBRA",6.0246408,7.0794152,0,10,0,0
"ORIE-IHUOKPALA SQUARE(OPEN SPACE), AGUATA, ANAMBRA",6.0085842,7.1009488,0,13,0,0
"OBU AGBA HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,10,1,0
"AGBA VILLAGE HALL II, AGUATA, ANAMBRA",6.0085842,7.1009488,0,29,0,0
"COMMUNITY PRIMARY SCHOOL BLOCK B, AGUATA, ANAMBRA",6.0053243,7.0991283,0,12,0,0
"EZIAGULU PRIMARY SCHOOL UBE BLOCK, AGUATA, ANAMBRA",6.0085842,7.1009488,0,0,0,0
"UMUNKWOR HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,26,0,0
"G.S.S EKWULOBIA II, AGUATA, ANAMBRA",6.0256442,7.0770727,0,7,0,0
"UMUDIDE HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,0,0,0,0
"EZIONYE VILLAGE I, AGUATA, ANAMBRA",6.0085842,7.1009488,0,5,0,0
"EZIONYE VILLAGE II, AGUATA, ANAMBRA",6.0085842,7.1009488,0,5,0,0
"TOWN SCHOOL UHUALA, AGUATA, ANAMBRA",6.0085842,7.1009488,2,25,0,0
"IHUANUKA HALL II, AGUATA, ANAMBRA",6.0085842,7.1009488,0,25,0,0
"TIMBER MARKET HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,1,17,0,0
"CENTRAL SCHOOL III, AGUATA, ANAMBRA",6.0085842,7.1009488,0,62,2,1
"AKULU VILLAGE HALL, AGUATA, ANAMBRA",6.0085842,7.1009488,1,44,1,3
"AKULU NDE KINDER, AGUATA, ANAMBRA",6.0085842,7.1009488,0,34,2,0
"PRIMARY HEALTH CENTRE COMPOUND OZALLA, AGUATA, ANAMBRA",6.0085842,7.1009488,1,43,8,0
"OKA VILLAGE HALL I, AGUATA, ANAMBRA",6.0085842,7.1009488,0,64,0,0
"OSETE VILLAGE II, AGUATA, ANAMBRA",5.934708,7.1307849,0,18,0,1
"UMUMILO VILLAGE, AGUATA, ANAMBRA",6.0085842,7.1009488,0,23,0,0
"IBUGHUBU VILLAGE, AGUATA, ANAMBRA",5.9426514,7.1490632,0,11,0,0
"CIVIC CENTRE ABEGWU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,24,0,0
"UMUNTA VILAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,27,0,0
"WILLIE OBIANO SEC. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,67,0,0
"WILLIE OBIANO SEC. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,34,0,0
"UGWUNADAGBE PRI. SCH. II BLOCK B, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,84,3,0
"UMUANEVILI HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,35,1,1
"EZIAMA TOWN HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,80,1,0
"UMUNGALAGU VILLAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,87,4,0
"ISIOKWE VILLAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,145,4,3
"ERULU VILLAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,20,6,0
"OWOLOLIE TOWN HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,60,1,0
"JUSTICE CHINWUBA MEMORIAL SECONDARY SCHOOL, ANAMBRA EAST, ANAMBRA",6.3292975,6.8868878,0,49,0,0
"ABOR CENTRAL HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,43,1,0
"OKPU VILLAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,71,0,0
"MODEL PRY. HEALTH CENTRE MKPUNANDO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,33,0,0
"ANAKWEM VILLAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,4,0,0
"CHUKWUEMEKA ODUMEGWU OJUKWU UNIVERSITY LAW AUDITORIUM, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,6,0,0
"NSUGBE CIVIC CENTRE, ANAMBRA EAST, ANAMBRA",6.2637042,6.8203621,2,97,1,0
"NSUGBE CIVIC CENTRE, ANAMBRA EAST, ANAMBRA",6.2637042,6.8203621,0,102,1,1
"ILO UMUAKOSIAM, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,52,0,0
"ILO UMUAKOSIAM, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,98,0,1
"OBELEMILI ESTATE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,11,0,0
"OSSY DRIVE NJIKOKA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,121,0,1
"SUNSHINE ESTATE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,63,0,0
"EGWUATU ESTATE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,35,1,0
"EGBUNIKE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0
"EGBUNIKE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,62,0,0
"PROMISE LAND ESTATE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,97,2,0
"FATHER JOSEPH MEMORIAL HIGH SCH UGWUNDUKA, ANAMBRA EAST, ANAMBRA",6.3423054,6.860525,1,41,0,0
"ST. MICHEAL TANSI MEMORIAL HIGH SCHOOL, UGWUNDUKA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,36,0,0
"ST. JOSEPH NUR PRY SCH., ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,9,1,0
"UGWU AUGUSTINE OGWUIYI, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,31,1,0
"OGBE HAUSA OLD JOHN HOLT, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,4,0,0
"GENERAL POST OFFICE ETITI, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,15,6,0
"AMA IGWE PUB. SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,82,0,0
"MANYA JUNCTION, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,25,0,0
"AJAGU MIGRANT FISHERMEN PRIMARY SCHOOL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,48,5,0
"AKPURAYI-UMUCHE PUBLIC SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,63,0,0
"OKPOBO PUBLIC SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,13,0,0
"IYIORA VILLAGE HALL, ANAMBRA WEST, ANAMBRA",6.3988169,6.8256079,4,54,1,0
"TOWN HALL II (LIBRARY), ANAOCHA, ANAMBRA",6.0964302,7.0175879,0,52,0,0
"UNION P/S III (BLOCK A), ANAOCHA, ANAMBRA",6.0964302,7.0175879,0,29,0,0
"OBEAGU VILLAGE HALL III (FOURTH DOOR), ANAOCHA, ANAMBRA",6.0988867,7.0310262,2,9,7,1
"OKPU IFITE VILLAGE HALL II (SECOND DOOR), ANAOCHA, ANAMBRA",6.1107465,7.0296822,0,45,0,0
"UMUBIALLA VILLAGE HALL II (SECOND DOOR), ANAOCHA, ANAMBRA",6.0964302,7.0175879,0,41,1,0
"FACULTY OF PHARMACEUTICAL SCIENCE, EZINANO, NNEOGIDI AGULU, ANAOCHA, ANAMBRA",6.1160043,7.0678272,1,69,0,0
"AMAKPU VILLAGE SQUARE II, ANAOCHA, ANAMBRA",6.0964302,7.0175879,1,70,7,0
"UMUEZE VILLAGE HALL II (PAVILLION), ANAOCHA, ANAMBRA",6.0964302,7.0175879,1,49,1,1
"EZIOGBO P/S II, AWKA NORTH, ANAMBRA",6.2212592,7.0827159,0,14,1,0
"AMANSEA GARIKI I, AWKA NORTH, ANAMBRA",6.2632233,7.1264034,0,19,1,0
"EGBEAGU HALL II, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,32,0,0
"OKUKWA HEALTH CENTER I, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,36,0,0
"OKUKWA HEALTH CENTER II, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,1,11,1,0
"OKUKWA HEALTH CENTER II, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,138,1,0
"IFITEISU VILLAGE SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,123,0,0
"UMUNERI VILLAGE SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,77,1,0
"EZINKWA VILLAGE SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,0,0,0
"NJIKOKA MARKET SQ, AWKA NORTH, ANAMBRA",6.2730035,7.0544518,0,32,0,0
"AMAOWELE VILLAGE SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,25,0,0
"EZIGWE VILLAGE SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,53,1,0
"ABO ACHALLLA UMUNNA SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,38,0,0
"EZIOGODO AKAMANATO SQ, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,126,2,0
"TIPPER GARAGE, AWKA NORTH, ANAMBRA",6.2380932,7.0686653,0,99,0,0
"ANAMBRA STATE POLYTECHNICS, AWKA NORTH, ANAMBRA",6.2799031,7.0649837,0,33,0,0
"EZIOGWE VILLAGE SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,1,40,0,0
"AMOLI VILLAGE SQUARE, AWKA NORTH, ANAMBRA",6.2636193,7.1251699,0,60,27,1
"AKAEZE VILLAGE HALL, AWKA NORTH, ANAMBRA",6.2874664,7.0464675,1,62,0,0
"DEMONSTRATION PRIMARY SCHOOL II, AWKA SOUTH, ANAMBRA",6.2470577,7.1003609,0,99,1,0
"OGBOYE SQUARE (OPEN SPACE OPPOSITE CONSOLATRIX SPECIALIST CLINIC), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,9,1,0
"ENU IFITE VILLAGE SQUARE OPEN SPACE BESIDE ST. MICHAELS AND ALL ANGELS CHURCH, AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,231,1,0
"ARROMA JUNCTION III OPEN SPACE BESIDE ARROMA BUS STOP, AWKA SOUTH, ANAMBRA",6.2290142,7.0810324,0,48,1,0
"KWATA JUNCTION OPEN SPACE BESIDE PAX CHRIST PLAZA, AWKA SOUTH, ANAMBRA",6.2175171,7.0598952,0,141,0,0
"ARROMA JUNCTION IV (OPEN SPACE BESIDE BEJOY ENTERTAINMENT), AWKA SOUTH, ANAMBRA",6.2290142,7.0810324,0,102,0,0
"REAL ESTATE PRIMARY SCHOOL III, AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,13,0,0
"REAL ESTATE PRIMARY SCHOOL IV, AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,4,0,0
"RUFAI GARUBA SQUARE III, AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,134,1,0
"RUFAI GARUBA SQUARE IV, AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,1,112,0,0
"BUCKINGHAM VILLA SQUARE (OPEN SPACE BESIDE BUCKINGHAM VILLA HOSTEL), AWKA SOUTH, ANAMBRA",51.999326,-0.987645,0,41,2,0
"NWAKPADULU ESTATE SQUARE (OPEN SPACE OPPOSITE U & I PHARMACY), AWKA SOUTH, ANAMBRA",6.235495,7.1049556,1,190,5,0
"RUFAI GARUBA SQUARE VI, AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,1,63,1,0
"MARYLAND ESTATE SQUARE (OPEN SPACE BESIDE ST. JOSEPH CATHOLIC CHURCH AMAWBIA), AWKA SOUTH, ANAMBRA",6.2077907,7.0450081,0,191,1,1
"EZINWOKOYE VILLAGE SQUARE (OPEN SPACE BESIDE COMMUNITY BOREHOLE), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,59,1,0
"EZI EGEGE SQUARE III, AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,3,49,1,0
"IGWEDIMMA PRIMARY SCHOOL III, AWKA SOUTH, ANAMBRA",6.1958834,7.0530969,0,15,0,0
"IGWEDIMMA PRIMARY SCHOOL IV, AWKA SOUTH, ANAMBRA",6.1958834,7.0530969,0,34,0,0
"AJA ADABEBE SQUARE ( OPEN SPACE BESIDE COLLEGE ROAD JUNCTION ADABEBE), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,47,0,0
"EBE ADABEBE SQUARE II (OPEN SPACE BESIDE NWORAHSPECIALIST EVE FOUNDATION), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,1,82,2,0
"EBEAKPU SQUARE III, AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,175,1,0
"EZI-IFESI SQUARE (OPEN SPACE AT AGBANA NGENE VILLAGE), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,1,20,8,0
"EZI-IFESI SQUARE (OPEN SPACE AT AGBANA NGENE VILLAGE), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,1,40,1,0
"EKE MARKET SQUARE VII (OPEN SPACE AT MARKET GARAGE), AWKA SOUTH, ANAMBRA",6.1956804,7.0552826,0,40,1,2
"EKE MARKET SQUARE VIII (OPEN SPACE AT MARKET GARAGE), AWKA SOUTH, ANAMBRA",6.1956804,7.0552826,1,48,0,0
"UMUNOKE SQUARE III (OPEN SPACE AT UMUNNOKE VILLAGE), AWKA SOUTH, ANAMBRA",6.2168365,7.0868584,0,18,0,0
"UMUNOKE VILLAGE HALL, AWKA SOUTH, ANAMBRA",6.2168365,7.0868584,1,38,0,0
"UMUORAMMA HALL, AWKA SOUTH, ANAMBRA",6.2132848,7.0818989,0,53,0,1
"AYOM NA OKPALA SQ III (OPEN SPACE AT AYOM NA OKPARA VILLAGE), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,46,1,1
"UMUAYOM VILLAGE HALL, AWKA SOUTH, ANAMBRA",6.2180762,7.0814838,0,78,0,1
"AYOM NA OKPALA SQ IV (OPEN SPACE AT AYOM NA OKPARA VILLAGE), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,2,72,7,0
"IGWEBUEZE PRI. SCH. III, AWKA SOUTH, ANAMBRA",6.2408924,7.0879251,0,151,3,0
"AGBANI TOWN HALL, AWKA SOUTH, ANAMBRA",6.3049636,7.5626411,1,57,2,0
"AGBANI IFITE VILLAGE SQUARE ( OPEN SPACE AT IFITE SEC. MKT), AWKA SOUTH, ANAMBRA",6.3049636,7.5626411,1,279,0,0
"UDEOZO PRI. SCH. II, AWKA SOUTH, ANAMBRA",6.2247049,7.084583,0,51,0,0
"UDEOZO PRI. SCH. III, AWKA SOUTH, ANAMBRA",6.2247049,7.084583,0,37,0,0
"EZI OKPECHI SQUARE (OPEN SPACE BESIDE IBE STREET), AWKA SOUTH, ANAMBRA",6.224997,7.081936,0,21,1,0
"OKOLI EZE VILLAGE SQUARE (OPEN SPACE BESIDE AMAKU JUNCTION), AWKA SOUTH, ANAMBRA",6.2404258,7.0848063,0,154,2,0
"EZI AGUIYI SQUARE (OPEN SPACE OPPOSITE JET OIL), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,26,0,0
"AMACHALLA TOWN HALL, AWKA SOUTH, ANAMBRA",6.2217746,7.0809274,0,96,2,0
"EZI NKWANYA SQUARE III (OPEN SPACE AT AMODU HALL), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,130,5,0
"EZI NKWANYA SQUARE IV (OPEN SPACE BESIDE IBE STREET JUNCTION), AWKA SOUTH, ANAMBRA",6.224997,7.081936,0,3,0,0
"EZINDICHIE SQUARE III (OPEN SPACE BESIDE EZINDICHIE HALL), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,88,1,0
"EZINDICHIE SQUARE IV (OPEN SPACE BESIDE EZINDICHIE HALL), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,330,1,0
"Y - JUNCTION AGU-OYE (OPEN SPACE BESIDE CHURCH OF TRANSFIGURATION AGUOYE AWKA), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,59,0,0
"AGUOYE SQ (OPEN SPACE BESIDE ST JUDE THADDEUS CATHOLIC CHURCH AGUOYE AWKA ), AWKA SOUTH, ANAMBRA",6.2068883,7.0720651,0,116,1,0
"AKOGHELI SQUARE III (OPEN SPACE BESIDE PRIMARY HEALTH CENTRE AKOGHELI AWKA), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,55,0,0
"AKOGHELI SQUARE IV (OPEN SPACE BESIDE PRIMARY HEALTH CENTRE AKOGHELI AWKA), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,1,37,0,0
"ODOAGBA SQUARE II (OPEN SPACE OPPOSITE TACOMA HOTEL), AWKA SOUTH, ANAMBRA",47.2528768,-122.4442906,1,33,1,0
"ODOAGBA SQUARE III (OPEN SPACE BY OPPOSITE TACOMA HOTEL), AWKA SOUTH, ANAMBRA",8.287161,1.8926325,0,13,0,0
"EZI AWKA PRI. SCH. III, AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,55,0,0
"UMUIGBANUGO VILLAGE SQUARE(OPEN SPACE AT UMUIGBANUGO), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,11,0,0
"EZI AKPAKA VILLAGE SQUARE (OPEN SPACE AT EZI AKPAKA VILLAGE), AWKA SOUTH, ANAMBRA",6.2220043,7.0821162,0,16,3,0
"UMUOGWALI PUBLIC SQUARE II (OPEN SPACE BESIDE UMUOGWALI VILLAGE HALL), AWKA SOUTH, ANAMBRA",6.2083353,7.0711129,0,15,0,0
"UMUERI (EGBE ANI) VILLAGE (OPEN SPACE BESIDE EGBE ANI VILLAGE HALL), AWKA SOUTH, ANAMBRA",6.2116033,7.0713572,0,21,0,0
"UMUOGWALI PUBLIC SCHOOL II (OPEN SPACE BESIDE UMUOGWALI PUBLIC SCHOOL), AWKA SOUTH, ANAMBRA",6.2083353,7.0711129,0,13,1,0
"UMUOGWALI PUBLIC SCHOOL II (OPEN SPACE BESIDE UMUOGWALI PUBLIC SCHOOL), AWKA SOUTH, ANAMBRA",6.2083353,7.0711129,0,16,0,0
